COUNTRY_OF_ASYLUM,RETURN_DATE,ORIG_PROV_NAME,ORIG_DIST_NAME,DESTINATION_PROV_NAME,DESTINATION_DIST_NAME,INDIVIDUALS,MALE,FEMALE,
#country,#date+occurred,#admin1+name+x_origin,#admin2+name+x_origin,#admin1+name+x_destination,#admin2+name+x_destination,#affected+displaced+all,#affected+displaced+m,#affected+displaced+f,
Pakistan,17-Mar-18,Logar,Khoshi,Logar,Khoshi,1,0,1,
Pakistan,17-Mar-18,Sar-e-Pul,Sayad,Hilmand,Lashkargah,10,4,6,
Pakistan,17-Mar-18,Sar-e-Pul,Sayad,Hilmand,Nahr-e-Saraj,6,5,1,
Pakistan,17-Mar-18,Wardak,Hesa-e- Awal-e- Behsud,Wardak,Hesa-e- Awal-e- Behsud,3,1,2,
Iran,18-Mar-18,Daykundi,Nili,Herat,Herat,2,1,1,
Iran,18-Mar-18,Ghazni,Nawur,Kabul,Kabul,1,0,1,
Pakistan,18-Mar-18,Kunar,Dara-e-Pech,Kunar,Asadabad,6,2,4,
Pakistan,18-Mar-18,Kunar,Dara-e-Pech,Kunar,Dara-e-Pech,5,3,2,
Pakistan,18-Mar-18,Kunar,Dara-e-Pech,Nangarhar,Batikot,1,1,0,
Pakistan,18-Mar-18,Kunar,Dara-e-Pech,Nangarhar,Behsud,4,2,2,
Pakistan,18-Mar-18,Laghman,Mehtarlam,Laghman,Mehtarlam,5,1,4,
Pakistan,18-Mar-18,Nangarhar,Batikot,Nangarhar,Jalalabad,3,2,1,
Pakistan,18-Mar-18,Nangarhar,Dehbala,Nangarhar,Dehbala,4,2,2,
Pakistan,18-Mar-18,Nangarhar,Kama,Nangarhar,Kama,4,1,3,
Pakistan,18-Mar-18,Sar-e-Pul,Sayad,Jawzjan,Shiberghan,8,1,7,
Pakistan,18-Mar-18,Sar-e-Pul,Sayad,Sar-e-Pul,Sayad,4,1,3,
Pakistan,18-Mar-18,Takhar,Taloqan,Kunar,Shigal Wa sheltan,1,1,0,
Iran,19-Mar-18,Herat,Herat,Herat,Herat,1,0,1,
Iran,19-Mar-18,Herat,Herat,Wardak,Markaz-e-Behsud,1,0,1,
Iran,19-Mar-18,Kabul,Kabul,Balkh,Balkh,1,1,0,
Iran,19-Mar-18,Kabul,Kabul,Daykundi,Sang-e-Takht,1,0,1,
Iran,19-Mar-18,Kabul,Kabul,Ghazni,Qarabagh,1,0,1,
Pakistan,19-Mar-18,Laghman,Mehtarlam,Laghman,Mehtarlam,4,2,2,
Pakistan,19-Mar-18,Nangarhar,Khogyani,Nangarhar,Khogyani,4,2,2,
Other,20-Mar-18,Kunduz,Kunduz,Kabul,Kabul,1,1,0,
Iran,20-Mar-18,Badakhshan,Keshem,Badakhshan,Keshem,1,1,0,
Iran,20-Mar-18,Daykundi,Sang-e-Takht,Herat,Herat,1,0,1,
Iran,20-Mar-18,Ghazni,Jaghuri,Ghazni,Jaghuri,1,1,0,
Iran,20-Mar-18,Ghazni,Nawur,Kabul,Kabul,2,1,1,
Iran,20-Mar-18,Ghor,Lal Wa Sarjangal,Herat,Herat,1,0,1,
Iran,20-Mar-18,Herat,Herat,Herat,Herat,2,2,0,
Iran,20-Mar-18,Wardak,Markaz-e-Behsud,Kabul,Kabul,2,1,1,
Pakistan,20-Mar-18,Baghlan,Baghlan-e-Jadid,Farah,Farah,16,9,7,
Pakistan,20-Mar-18,Baghlan,Baghlan-e-Jadid,Farah,Gulestan,2,1,1,
Pakistan,20-Mar-18,Baghlan,Nahrin,Baghlan,Nahrin,5,2,3,
Pakistan,20-Mar-18,Jawzjan,Qushtepa,Hilmand,Garmser,1,0,1,
Pakistan,20-Mar-18,Kabul,Kalakan,Kabul,Kabul,5,1,4,
Pakistan,20-Mar-18,Kabul,Surobi,Kabul,Surobi,5,1,4,
Pakistan,20-Mar-18,Kandahar,Kandahar,Kandahar,Kandahar,2,1,1,
Pakistan,20-Mar-18,Kunar,Chapadara,Kunar,Chapadara,7,3,4,
Pakistan,20-Mar-18,Kunduz,Aliabad,Nimroz,Zaranj,9,5,4,
Pakistan,20-Mar-18,Kunduz,Chardarah,Kunduz,Chardarah,1,1,0,
Pakistan,20-Mar-18,Kunduz,Chardarah,Nimroz,Zaranj,4,3,1,
Pakistan,20-Mar-18,Kunduz,Kunduz,Nimroz,Zaranj,4,2,2,
Pakistan,20-Mar-18,Logar,Azra,Nangarhar,Jalalabad,2,1,1,
Pakistan,20-Mar-18,Logar,Mohammadagha,Logar,Mohammadagha,13,9,4,
Pakistan,20-Mar-18,Logar,Pul-e- Alam,Logar,Pul-e- Alam,3,2,1,
Pakistan,20-Mar-18,Nangarhar,Batikot,Kabul,Dehsabz,1,0,1,
Pakistan,20-Mar-18,Nangarhar,Kama,Nangarhar,Kama,5,4,1,
Pakistan,20-Mar-18,Paktya,Ahmadaba,Kabul,Kabul,7,2,5,
Pakistan,20-Mar-18,Paktya,Gardez,Balkh,Mazar-e-Sharif,2,1,1,
Pakistan,20-Mar-18,Paktya,Sayedkaram,Paktya,Sayedkaram,6,2,4,
Pakistan,20-Mar-18,Parwan,Ghorband,Nangarhar,Kama,2,1,1,
Pakistan,20-Mar-18,Samangan,Aybak,Samangan,Aybak,2,1,1,
Pakistan,20-Mar-18,Sar-e-Pul,Sayad,Sar-e-Pul,Sayad,8,3,5,
Pakistan,21-Mar-18,Balkh,Kaldar,Balkh,Kaldar,6,3,3,
Pakistan,21-Mar-18,Ghazni,Ghazni,Ghazni,Ghazni,10,6,4,
Pakistan,21-Mar-18,Kunduz,Aliabad,Kunduz,Aliabad,3,2,1,
Pakistan,21-Mar-18,Logar,Khoshi,Logar,Khoshi,1,1,0,
Pakistan,21-Mar-18,Paktya,Chamkani,Paktya,Chamkani,9,6,3,
Pakistan,21-Mar-18,Sar-e-Pul,Sayad,Hilmand,Nahr-e-Saraj,5,1,4,
Pakistan,22-Mar-18,Kunar,Khaskunar,Kunar,Khaskunar,1,1,0,
Pakistan,22-Mar-18,Laghman,Alingar,Laghman,Alingar,4,2,2,
Pakistan,22-Mar-18,Nangarhar,Hesarak,Nangarhar,Hesarak,6,1,5,
Pakistan,22-Mar-18,Nangarhar,Rodat,Nangarhar,Jalalabad,8,2,6,
Pakistan,22-Mar-18,Nangarhar,Surkhrod,Nangarhar,Surkhrod,8,5,3,
Pakistan,22-Mar-18,Parwan,Bagram,Parwan,Bagram,6,1,5,
Pakistan,22-Mar-18,Parwan,Salang,Kabul,Kabul,3,2,1,
Pakistan,23-Mar-18,Baghlan,Pul-e- khumri,Baghlan,Pul-e- khumri,1,1,0,
Pakistan,23-Mar-18,Jawzjan,Aqcha,Kabul,Kabul,1,1,0,
Pakistan,23-Mar-18,Logar,Mohammadagha,Logar,Mohammadagha,8,4,4,
Pakistan,23-Mar-18,Nangarhar,Achin,Kabul,Kabul,4,2,2,
Pakistan,24-Mar-18,Baghlan,Khenjan,Kabul,Kabul,1,1,0,
Pakistan,24-Mar-18,Baghlan,Nahrin,Baghlan,Nahrin,1,1,0,
Pakistan,24-Mar-18,Baghlan,Pul-e- khumri,Kabul,Bagrami,3,2,1,
Pakistan,24-Mar-18,Ghazni,Qarabagh,Ghazni,Qarabagh,4,3,1,
Pakistan,24-Mar-18,Kabul,Bagrami,Kabul,Bagrami,3,2,1,
Pakistan,24-Mar-18,Kabul,Chaharasyab,Kabul,Chaharasyab,7,4,3,
Pakistan,24-Mar-18,Kabul,Kabul,Kabul,Bagrami,16,5,11,
Pakistan,24-Mar-18,Kabul,Kabul,Kabul,Kabul,1,1,0,
Pakistan,24-Mar-18,Kabul,Khak-e- Jabbar,Kabul,Bagrami,1,1,0,
Pakistan,24-Mar-18,Kabul,Khak-e- Jabbar,Kabul,Khak-e- Jabbar,6,3,3,
Pakistan,24-Mar-18,Kabul,Surobi,Kabul,Kabul,1,0,1,
Pakistan,24-Mar-18,Kabul,Surobi,Kabul,Surobi,4,1,3,
Pakistan,24-Mar-18,Kunduz,Chardarah,Baghlan,Baghlan-e-Jadid,6,3,3,
Pakistan,24-Mar-18,Kunduz,Kunduz,Kabul,Kabul,7,3,4,
Pakistan,24-Mar-18,Kunduz,Kunduz,Kabul,Musayi,9,2,7,
Pakistan,24-Mar-18,Laghman,Mehtarlam,Kabul,Bagrami,2,1,1,
Pakistan,24-Mar-18,Logar,Mohammadagha,Logar,Mohammadagha,5,2,3,
Pakistan,24-Mar-18,Logar,Pul-e- Alam,Logar,Pul-e- Alam,8,4,4,
Pakistan,24-Mar-18,Nangarhar,Dehbala,Kabul,Kabul,1,1,0,
Pakistan,24-Mar-18,Nangarhar,Jalalabad,Kabul,Kabul,1,1,0,
Pakistan,24-Mar-18,Paktya,Alikhel (Jaji),Kabul,Kabul,4,2,2,
Pakistan,24-Mar-18,Paktya,Alikhel (Jaji),Paktya,Alikhel (Jaji),4,2,2,
Pakistan,24-Mar-18,Paktya,Lija Ahmad Khel,Paktya,Lija Ahmad Khel,2,1,1,
Pakistan,24-Mar-18,Paktya,Sayedkaram,Kabul,Kabul,3,1,2,
Pakistan,24-Mar-18,Takhar,Bangi,Takhar,Bangi,2,0,2,
Pakistan,24-Mar-18,Wardak,Chak,Kandahar,Kandahar,8,3,5,
Iran,25-Mar-18,Balkh,Mazar-e-Sharif,Kabul,Kabul,1,0,1,
Iran,25-Mar-18,Parwan,Salang,Baghlan,Pul-e- khumri,1,1,0,
Pakistan,25-Mar-18,Kunar,Watapur,Kunar,Watapur,4,2,2,
Pakistan,25-Mar-18,Kunduz,Dasht-e-Archi,Nangarhar,Behsud,3,0,3,
Pakistan,25-Mar-18,Laghman,Alingar,Laghman,Alingar,3,2,1,
Pakistan,25-Mar-18,Logar,Mohammadagha,Nangarhar,Jalalabad,13,5,8,
Pakistan,25-Mar-18,Nangarhar,Kama,Nangarhar,Behsud,1,1,0,
Pakistan,25-Mar-18,Nangarhar,Rodat,Nangarhar,Behsud,4,2,2,
Iran,26-Mar-18,Bamyan,Panjab,Kabul,Kabul,1,0,1,
Iran,26-Mar-18,Bamyan,Waras,Kabul,Kabul,2,1,1,
Iran,26-Mar-18,Bamyan,Yakawlang,Herat,Herat,1,1,0,
Iran,26-Mar-18,Ghor,Lal Wa Sarjangal,Herat,Herat,1,0,1,
Iran,26-Mar-18,Ghor,Lal Wa Sarjangal,Kabul,Kabul,1,0,1,
Iran,26-Mar-18,Herat,Herat,Herat,Herat,1,0,1,
Iran,26-Mar-18,Kabul,Kabul,Kabul,Kabul,1,0,1,
Iran,26-Mar-18,Kandahar,Kandahar,Kabul,Kabul,2,0,2,
Iran,26-Mar-18,Kapisa,Tagab,Kapisa,Tagab,1,1,0,
Iran,26-Mar-18,Wardak,Maydanshahr,Kabul,Kabul,1,0,1,
Pakistan,26-Mar-18,Logar,Azra,Laghman,Alingar,3,1,2,
Pakistan,26-Mar-18,Logar,Mohammadagha,Nangarhar,Chaparhar,5,3,2,
Pakistan,26-Mar-18,Paktya,Janikhel,Nangarhar,Chaparhar,6,3,3,
Pakistan,27-Mar-18,Baghlan,Baghlan-e-Jadid,Baghlan,Baghlan-e-Jadid,1,1,0,
Pakistan,27-Mar-18,Baghlan,Pul-e- khumri,Samangan,Aybak,4,1,3,
Pakistan,27-Mar-18,Balkh,Charbulak,Balkh,Charbulak,6,5,1,
Pakistan,27-Mar-18,Balkh,Chemtal,Balkh,Chemtal,1,0,1,
Pakistan,27-Mar-18,Bamyan,Panjab,Laghman,Qarghayi,1,0,1,
Pakistan,27-Mar-18,Jawzjan,Fayzabad,Jawzjan,Fayzabad,3,0,3,
Pakistan,27-Mar-18,Kabul,Khak-e- Jabbar,Kabul,Khak-e- Jabbar,3,1,2,
Pakistan,27-Mar-18,Kandahar,Maruf,Kandahar,Maruf,7,2,5,
Pakistan,27-Mar-18,Kunar,Dara-e-Pech,Kabul,Kabul,1,0,1,
Pakistan,27-Mar-18,Kunar,Shigal Wa sheltan,Kunar,Shigal Wa sheltan,4,4,0,
Pakistan,27-Mar-18,Kunduz,Chardarah,Kunduz,Chardarah,25,14,11,
Pakistan,27-Mar-18,Kunduz,Dasht-e-Archi,Kunduz,Dasht-e-Archi,4,3,1,
Pakistan,27-Mar-18,Kunduz,Kunduz,Kabul,Kabul,6,2,4,
Pakistan,27-Mar-18,Laghman,Alingar,Nangarhar,Surkhrod,5,3,2,
Pakistan,27-Mar-18,Laghman,Dawlatshah,Kabul,Dehsabz,1,1,0,
Pakistan,27-Mar-18,Logar,Barakibarak,Logar,Barakibarak,3,3,0,
Pakistan,27-Mar-18,Logar,Barakibarak,Nangarhar,Jalalabad,13,6,7,
Pakistan,27-Mar-18,Logar,Khoshi,Logar,Khoshi,6,2,4,
Pakistan,27-Mar-18,Logar,Pul-e- Alam,Laghman,Qarghayi,12,4,8,
Pakistan,27-Mar-18,Nangarhar,Batikot,Nangarhar,Muhmand Dara,7,5,2,
Pakistan,27-Mar-18,Nangarhar,Kama,Kabul,Kabul,4,1,3,
Pakistan,27-Mar-18,Nangarhar,Kama,Nangarhar,Kama,6,5,1,
Pakistan,27-Mar-18,Paktika,Ziruk,Khost,Khost(Matun),9,2,7,
Pakistan,27-Mar-18,Paktya,Janikhel,Khost,Khost(Matun),4,2,2,
Pakistan,27-Mar-18,Paktya,Sayedkaram,Paktya,Sayedkaram,1,1,0,
Pakistan,27-Mar-18,Parwan,Koh-e- Safi,Kabul,Kabul,6,4,2,
Pakistan,27-Mar-18,Sar-e-Pul,Sayad,Hilmand,Nahr-e-Saraj,6,1,5,
Pakistan,27-Mar-18,Sar-e-Pul,Sayad,Sar-e-Pul,Sayad,11,5,6,
Pakistan,27-Mar-18,Wardak,Chak,Kandahar,Kandahar,8,5,3,
Pakistan,27-Mar-18,Wardak,Saydabad,Kandahar,Kandahar,3,2,1,
Other,27-Mar-18,Kabul,Kabul,Kabul,Kabul,2,1,1,
Iran,28-Mar-18,Balkh,Chemtal,Kabul,Kabul,1,1,0,
Iran,28-Mar-18,Ghor,Lal Wa Sarjangal,Kabul,Kabul,1,1,0,
Iran,28-Mar-18,Paktya,Gardez,Herat,Herat,1,1,0,
Iran,28-Mar-18,Wardak,Maydanshahr,Kabul,Kabul,1,1,0,
Pakistan,28-Mar-18,Balkh,Mazar-e-Sharif,Balkh,Mazar-e-Sharif,1,1,0,
Pakistan,28-Mar-18,Ghazni,Ajrestan,Ghazni,Ajrestan,2,1,1,
Pakistan,28-Mar-18,Kandahar,Daman,Kandahar,Daman,1,1,0,
Pakistan,28-Mar-18,Kunar,Chapadara,Kunar,Chapadara,4,3,1,
Pakistan,28-Mar-18,Kunar,Shigal Wa sheltan,Kunar,Shigal Wa sheltan,5,3,2,
Pakistan,28-Mar-18,Kunduz,Aliabad,Kunduz,Aliabad,1,0,1,
Pakistan,28-Mar-18,Kunduz,Chardarah,Kunduz,Chardarah,5,3,2,
Pakistan,28-Mar-18,Kunduz,Dasht-e-Archi,Kunar,Shigal Wa sheltan,4,1,3,
Pakistan,28-Mar-18,Kunduz,Dasht-e-Archi,Kunduz,Dasht-e-Archi,1,1,0,
Pakistan,28-Mar-18,Kunduz,Emamsaheb,Kabul,Kabul,9,4,5,
Pakistan,28-Mar-18,Kunduz,Kunduz,Kunduz,Kunduz,4,2,2,
Pakistan,28-Mar-18,Laghman,Alishang,Laghman,Mehtarlam,4,3,1,
Pakistan,28-Mar-18,Logar,Khoshi,Kabul,Kabul,1,0,1,
Pakistan,28-Mar-18,Logar,Mohammadagha,Kabul,Kabul,6,4,2,
Pakistan,28-Mar-18,Nangarhar,Behsud,Nangarhar,Behsud,4,2,2,
Pakistan,28-Mar-18,Nangarhar,Surkhrod,Nangarhar,Surkhrod,1,1,0,
Pakistan,28-Mar-18,Paktya,Ahmadaba,Paktya,Ahmadaba,2,2,0,
Pakistan,28-Mar-18,Paktya,Gardez,Paktya,Gardez,1,1,0,
Pakistan,28-Mar-18,Paktya,Sayedkaram,Kabul,Kabul,6,2,4,
Pakistan,28-Mar-18,Sar-e-Pul,Sar-e-Pul,Sar-e-Pul,Sar-e-Pul,6,1,5,
Pakistan,28-Mar-18,Sar-e-Pul,Sayad,Hilmand,Nahr-e-Saraj,6,6,0,
Iran,29-Mar-18,Daykundi,Khadir,Herat,Herat,1,0,1,
Pakistan,29-Mar-18,Baghlan,Nahrin,Baghlan,Nahrin,4,3,1,
Pakistan,29-Mar-18,Baghlan,Pul-e- khumri,Kabul,Kabul,1,0,1,
Pakistan,29-Mar-18,Kabul,Dehsabz,Kabul,Dehsabz,4,2,2,
Pakistan,29-Mar-18,Khost,Shamal,Kabul,Kabul,1,1,0,
Pakistan,29-Mar-18,Kunar,Dara-e-Pech,Kunar,Dara-e-Pech,5,2,3,
Pakistan,29-Mar-18,Kunduz,Dasht-e-Archi,Kunduz,Dasht-e-Archi,9,4,5,
Pakistan,29-Mar-18,Kunduz,Kunduz,Kabul,Kabul,4,1,3,
Pakistan,29-Mar-18,Laghman,Qarghayi,Kabul,Kabul,5,1,4,
Pakistan,29-Mar-18,Laghman,Qarghayi,Laghman,Qarghayi,6,2,4,
Pakistan,29-Mar-18,Logar,Mohammadagha,Logar,Mohammadagha,8,5,3,
Pakistan,29-Mar-18,Nangarhar,Behsud,Nangarhar,Behsud,20,8,12,
Pakistan,29-Mar-18,Nangarhar,Dara-e-Nur,Nangarhar,Behsud,10,5,5,
Pakistan,29-Mar-18,Nangarhar,Hesarak,Nangarhar,Rodat,5,2,3,
Pakistan,29-Mar-18,Nangarhar,Khogyani,Nangarhar,Khogyani,5,1,4,
Pakistan,29-Mar-18,Nangarhar,Surkhrod,Kabul,Kabul,1,1,0,
Pakistan,29-Mar-18,Nangarhar,Surkhrod,Nangarhar,Surkhrod,3,2,1,
Pakistan,29-Mar-18,Paktika,Urgun,Paktika,Urgun,8,5,3,
Pakistan,29-Mar-18,Paktya,Ahmadaba,Paktya,Gardez,4,2,2,
Pakistan,29-Mar-18,Paktya,Lija Ahmad Khel,Paktya,Lija Ahmad Khel,4,2,2,
Pakistan,29-Mar-18,Parwan,Charikar,Kabul,Kabul,1,0,1,
Pakistan,29-Mar-18,Parwan,Charikar,Parwan,Charikar,4,1,3,
Pakistan,29-Mar-18,Parwan,Shinwari,Kabul,Kabul,3,1,2,
Pakistan,29-Mar-18,Samangan,Aybak,Kabul,Kabul,13,7,6,
Pakistan,29-Mar-18,Sar-e-Pul,Sar-e-Pul,Sar-e-Pul,Sar-e-Pul,29,16,13,
Pakistan,29-Mar-18,Sar-e-Pul,Sar-e-Pul,Sar-e-Pul,Sayad,6,2,4,
Pakistan,29-Mar-18,Sar-e-Pul,Sayad,Sar-e-Pul,Sayad,2,1,1,
Iran,30-Mar-18,Parwan,Charikar,Kabul,Kabul,1,1,0,
Pakistan,30-Mar-18,Kabul,Qarabagh,Kabul,Qarabagh,14,7,7,
Pakistan,30-Mar-18,Kabul,Shakardara,Kabul,Shakardara,3,2,1,
Pakistan,30-Mar-18,Kapisa,Alasay,Kapisa,Alasay,5,2,3,
Pakistan,30-Mar-18,Kunduz,Kunduz,Kunduz,Kunduz,5,2,3,
Pakistan,30-Mar-18,Laghman,Qarghayi,Logar,Mohammadagha,6,3,3,
Pakistan,30-Mar-18,Logar,Mohammadagha,Logar,Mohammadagha,3,2,1,
Pakistan,30-Mar-18,Paktya,Gardez,Paktya,Gardez,20,7,13,
Pakistan,30-Mar-18,Paktya,Sayedkaram,Kabul,Kabul,2,0,2,
Pakistan,30-Mar-18,Paktya,Zurmat,Kabul,Kabul,10,7,3,
Pakistan,31-Mar-18,Baghlan,Doshi,Baghlan,Doshi,1,1,0,
Pakistan,31-Mar-18,Faryab,Qaysar,Faryab,Qaysar,4,1,3,
Pakistan,31-Mar-18,Kapisa,Tagab,Kapisa,Tagab,5,2,3,
Pakistan,31-Mar-18,Kunduz,Dasht-e-Archi,Kunduz,Dasht-e-Archi,6,5,1,
Pakistan,31-Mar-18,Kunduz,Khanabad,Kunduz,Khanabad,1,0,1,
Pakistan,31-Mar-18,Paktya,Gardez,Kabul,Kabul,1,1,0,
Pakistan,31-Mar-18,Paktya,Gardez,Paktya,Gardez,2,2,0,
Pakistan,31-Mar-18,Paktya,Sayedkaram,Kabul,Kabul,5,3,2,
Pakistan,31-Mar-18,Sar-e-Pul,Sar-e-Pul,Sar-e-Pul,Sar-e-Pul,6,2,4,
Pakistan,31-Mar-18,Sar-e-Pul,Sayad,Kandahar,Kandahar,8,5,3,
Pakistan,31-Mar-18,Sar-e-Pul,Sayad,Sar-e-Pul,Sayad,6,2,4,
Pakistan,31-Mar-18,Takhar,Bangi,Takhar,Bangi,1,1,0,
Pakistan,31-Mar-18,Zabul,Shahjoy,Herat,Pashtunzarghun,8,3,5,
Pakistan,01-Apr-18,Ghazni,Jaghuri,Herat,Herat,4,2,2,
Pakistan,01-Apr-18,Nangarhar,Dara-e-Nur,Nangarhar,Dara-e-Nur,7,3,4,
Pakistan,01-Apr-18,Nangarhar,Kama,Nangarhar,Jalalabad,8,5,3,
Pakistan,01-Apr-18,Sar-e-Pul,Sayad,Sar-e-Pul,Sayad,4,0,4,
Iran,02-Apr-18,Faryab,Maymana,Faryab,Maymana,1,0,1,
Pakistan,02-Apr-18,Kunar,Marawara,Kunar,Marawara,7,4,3,
Pakistan,02-Apr-18,Nangarhar,Shinwar,Nangarhar,Shinwar,1,1,0,
Pakistan,03-Apr-18,Balkh,Dawlatabad,Balkh,Dawlatabad,6,1,5,
Pakistan,03-Apr-18,Balkh,Mazar-e-Sharif,Balkh,Mazar-e-Sharif,1,1,0,
Pakistan,03-Apr-18,Ghazni,Jaghuri,Hilmand,Lashkargah,4,3,1,
Pakistan,03-Apr-18,Ghazni,Nawur,Ghazni,Nawur,2,1,1,
Pakistan,03-Apr-18,Jawzjan,Aqcha,Kabul,Qarabagh,1,0,1,
Pakistan,03-Apr-18,Jawzjan,Shiberghan,Jawzjan,Shiberghan,6,2,4,
Pakistan,03-Apr-18,Kabul,Bagrami,Kabul,Bagrami,1,0,1,
Pakistan,03-Apr-18,Kabul,Kabul,Kabul,Kabul,1,1,0,
Pakistan,03-Apr-18,Kabul,Surobi,Kabul,Bagrami,6,4,2,
Pakistan,03-Apr-18,Kabul,Surobi,Kabul,Kabul,22,13,9,
Pakistan,03-Apr-18,Kandahar,Kandahar,Kandahar,Kandahar,10,5,5,
Pakistan,03-Apr-18,Kapisa,Tagab,Kabul,Kabul,1,0,1,
Pakistan,03-Apr-18,Kunar,Nari,Nangarhar,Chaparhar,1,1,0,
Pakistan,03-Apr-18,Kunduz,Emamsaheb,Kabul,Bagrami,12,10,2,
Pakistan,03-Apr-18,Kunduz,Emamsaheb,Kabul,Kabul,3,2,1,
Pakistan,03-Apr-18,Kunduz,Emamsaheb,Nimroz,Zaranj,3,3,0,
Pakistan,03-Apr-18,Kunduz,Khanabad,Kunduz,Khanabad,1,1,0,
Pakistan,03-Apr-18,Kunduz,Khanabad,Nimroz,Zaranj,1,1,0,
Pakistan,03-Apr-18,Laghman,Qarghayi,Kabul,Kabul,4,3,1,
Pakistan,03-Apr-18,Logar,Mohammadagha,Logar,Mohammadagha,12,5,7,
Pakistan,03-Apr-18,Logar,Mohammadagha,Nangarhar,Chaparhar,2,2,0,
Pakistan,03-Apr-18,Logar,Pul-e- Alam,Kabul,Kabul,2,0,2,
Pakistan,03-Apr-18,Nangarhar,Behsud,Nangarhar,Behsud,16,5,11,
Pakistan,03-Apr-18,Nangarhar,Hesarak,Kabul,Bagrami,1,1,0,
Pakistan,03-Apr-18,Nangarhar,Surkhrod,Kandahar,Kandahar,2,1,1,
Pakistan,03-Apr-18,Paktya,Chamkani,Paktya,Chamkani,9,3,6,
Pakistan,03-Apr-18,Paktya,Sayedkaram,Kabul,Kabul,17,9,8,
Pakistan,03-Apr-18,Paktya,Zurmat,Paktya,Zurmat,7,3,4,
Pakistan,03-Apr-18,Parwan,Bagram,Nimroz,Zaranj,8,2,6,
Pakistan,03-Apr-18,Parwan,Bagram,Parwan,Bagram,1,1,0,
Pakistan,03-Apr-18,Parwan,Charikar,Kabul,Kabul,7,3,4,
Pakistan,03-Apr-18,Parwan,Koh-e- Safi,Kabul,Kabul,3,0,3,
Pakistan,03-Apr-18,Parwan,Koh-e- Safi,Parwan,Koh-e- Safi,2,0,2,
Pakistan,03-Apr-18,Sar-e-Pul,Sar-e-Pul,Sar-e-Pul,Sar-e-Pul,4,2,2,
Pakistan,03-Apr-18,Sar-e-Pul,Sayad,Sar-e-Pul,Sayad,9,5,4,
Pakistan,03-Apr-18,Wardak,Markaz-e-Behsud,Kabul,Kabul,3,1,2,
Iran,04-Apr-18,Bamyan,Waras,Kabul,Kabul,1,1,0,
Iran,04-Apr-18,Kabul,Paghman,Kabul,Paghman,1,1,0,
Pakistan,04-Apr-18,Baghlan,Baghlan-e-Jadid,Kabul,Kabul,10,5,5,
Pakistan,04-Apr-18,Baghlan,Pul-e- khumri,Kabul,Kabul,10,4,6,
Pakistan,04-Apr-18,Balkh,Sholgareh,Balkh,Sholgareh,1,1,0,
Pakistan,04-Apr-18,Jawzjan,Shiberghan,Kandahar,Kandahar,1,1,0,
Pakistan,04-Apr-18,Kabul,Bagrami,Kabul,Kabul,6,1,5,
Pakistan,04-Apr-18,Kabul,Khak-e- Jabbar,Kabul,Khak-e- Jabbar,4,2,2,
Pakistan,04-Apr-18,Kabul,Surobi,Kabul,Kabul,1,1,0,
Pakistan,04-Apr-18,Kandahar,Kandahar,Kandahar,Kandahar,6,3,3,
Pakistan,04-Apr-18,Kunar,Shigal Wa sheltan,Kunar,Shigal Wa sheltan,3,1,2,
Pakistan,04-Apr-18,Kunduz,Dasht-e-Archi,Kunduz,Dasht-e-Archi,4,1,3,
Pakistan,04-Apr-18,Kunduz,Kunduz,Kunduz,Kunduz,7,4,3,
Pakistan,04-Apr-18,Logar,Azra,Laghman,Qarghayi,1,1,0,
Pakistan,04-Apr-18,Logar,Pul-e- Alam,Logar,Pul-e- Alam,7,4,3,
Pakistan,04-Apr-18,Nangarhar,Surkhrod,Nangarhar,Surkhrod,4,1,3,
Pakistan,04-Apr-18,Paktya,Sayedkaram,Kabul,Bagrami,8,6,2,
Pakistan,04-Apr-18,Sar-e-Pul,Sayad,Kandahar,Kandahar,4,3,1,
Iran,05-Apr-18,Daykundi,Shahrestan,Daykundi,Shahrestan,1,0,1,
Iran,05-Apr-18,Ghazni,Qarabagh,Kabul,Kabul,1,0,1,
Pakistan,05-Apr-18,Faryab,Shirintagab,Herat,Herat,5,2,3,
Pakistan,05-Apr-18,Jawzjan,Aqcha,Jawzjan,Aqcha,3,1,2,
Pakistan,05-Apr-18,Kabul,Kabul,Kabul,Kabul,5,2,3,
Pakistan,05-Apr-18,Kabul,Kabul,Nangarhar,Behsud,6,1,5,
Pakistan,05-Apr-18,Kabul,Khak-e- Jabbar,Kabul,Bagrami,3,2,1,
Pakistan,05-Apr-18,Kandahar,Kandahar,Kunduz,Dasht-e-Archi,2,0,2,
Pakistan,05-Apr-18,Kunar,Chapadara,Nangarhar,Behsud,5,3,2,
Pakistan,05-Apr-18,Kunar,Dara-e-Pech,Kabul,Kabul,1,1,0,
Pakistan,05-Apr-18,Kunduz,Dasht-e-Archi,Kunduz,Dasht-e-Archi,31,20,11,
Pakistan,05-Apr-18,Kunduz,Khanabad,Kunduz,Khanabad,17,10,7,
Pakistan,05-Apr-18,Kunduz,Kunduz,Kunduz,Kunduz,2,2,0,
Pakistan,05-Apr-18,Laghman,Qarghayi,Kabul,Kabul,6,2,4,
Pakistan,05-Apr-18,Logar,Mohammadagha,Kabul,Bagrami,1,0,1,
Pakistan,05-Apr-18,Logar,Mohammadagha,Kabul,Khak-e- Jabbar,2,0,2,
